CustomerID,Age,Gender,Tenure_Months,MonthlyCharges,TotalCharges,Churn
CUST_11048,49.0,Female,42,49.32,$2071.44,0
CUST_11371,26.0,Male,22,78.6,$1729.20,0
CUST_10035,,Male,17,98.74,$1678.58,0
CUST_10325,33.0,Male,40,33.21,$1328.40,0
CUST_10790,45.0,Female,61,81.45,$4968.45,0
CUST_11023,-15.0,Male,56,55.45,$3105.20,0
CUST_11102,47.0,Male,71,131.66,$9347.86,0
CUST_11059,,Male,17,141.73,$2409.41,0
CUST_10422,73.0,,17,91.89,$1562.13,0
CUST_10113,79.0,Others,45,36.12,$1625.40,0
CUST_10620,18.0,Male,66,34.33,$2265.78,0
CUST_10471,54.0,Female,53,42.92,$2274.76,0
CUST_11486,48.0,Male,60,72.86,$4371.60,0
CUST_10758,40.0,Female,66,92.87,$6129.42,0
CUST_10891,20.0,Male,27,64.66,$1745.82,0
CUST_10824,60.0,Male,6,98.46,$590.76,0
CUST_10387,50.0,Female,69,133.83,$9234.27,0
CUST_10731,75.0,Female,57,82.42,$4697.94,0
CUST_10026,47.0,Male,39,94.29,$3677.31,0
CUST_11079,19.0,Female,9,97.83,$880.47,0
CUST_10936,40.0,Male,15,97.37,$1460.55,0
CUST_10342,57.0,Male,39,34.6,$1349.40,1
CUST_11236,74.0,Female,53,116.84,$6192.52,0
CUST_10570,61.0,Female,38,82.98,,0
CUST_10881,45.0,Female,54,84.13,$4543.02,0
CUST_10987,47.0,Male,58,43.4,$2517.20,0
CUST_10347,28.0,Male,13,58.06,$754.78,1
CUST_11077,38.0,Male,28,41.54,$1163.12,0
CUST_11044,79.0,Male,39,132.46,$5165.94,0
CUST_11326,43.0,Male,61,103.03,$6284.83,0
CUST_10488,35.0,,25,40.8,,1
CUST_10367,18.0,Female,53,95.76,$5075.28,1
CUST_10176,64.0,Female,15,35.34,$530.10,0
CUST_11334,21.0,Female,41,115.64,$4741.24,0
CUST_10510,50.0,Female,12,132.88,$1594.56,0
CUST_10873,43.0,Male,22,55.48,$1220.56,0
CUST_11366,37.0,Female,36,91.95,$3310.20,0
CUST_11320,79.0,Male,42,52.07,$2186.94,0
CUST_11031,27.0,Male,55,54.45,,0
CUST_11156,38.0,Male,20,59.93,$1198.60,0
CUST_11498,64.0,Male,28,102.15,$2860.20,0
CUST_11321,74.0,Male,38,134.08,$5095.04,0
CUST_11235,56.0,Female,22,146.2,$3216.40,0
CUST_10036,61.0,Female,21,25.8,$541.80,1
CUST_11419,59.0,Male,11,36.59,$402.49,1
CUST_10439,62.0,Female,31,102.35,$3172.85,0
CUST_10494,20.0,Female,58,122.18,$7086.44,0
CUST_11139,25.0,Female,46,118.78,,0
CUST_10598,54.0,Male,4,60.28,$241.12,0
CUST_10455,,Female,70,122.61,$8582.70,0
CUST_10659,40.0,Male,11,82.18,$903.98,0
CUST_11250,20.0,Female,5,81.29,$406.45,1
CUST_10344,35.0,Male,17,128.77,$2189.09,0
CUST_10622,78.0,Female,48,149.57,$7179.36,0
CUST_10173,18.0,Male,50,76.36,$3818.00,0
CUST_11173,31.0,Male,31,92.2,$2858.20,0
CUST_11053,56.0,Female,37,97.23,$3597.51,0
CUST_10979,35.0,Male,28,66.07,$1849.96,0
CUST_10621,33.0,Female,55,138.47,$7615.85,0
CUST_10789,24.0,Female,34,81.78,$2780.52,0
CUST_11218,40.0,Female,12,80.68,$968.16,0
CUST_11353,50.0,Female,43,52.39,$2252.77,1
CUST_11289,28.0,Female,32,93.19,$2982.08,0
CUST_11078,31.0,Female,24,147.2,$3532.80,0
CUST_11011,51.0,Female,21,93.24,$1958.04,0
CUST_10725,79.0,Female,50,68.94,,0
CUST_11346,54.0,Others,46,32.81,$1509.26,0
CUST_10934,,Male,25,121.58,,0
CUST_10594,45.0,Female,19,54.07,$1027.33,1
CUST_10430,76.0,Male,17,46.13,$784.21,0
CUST_10307,73.0,Female,35,112.09,NULL_SYSTEM_ERROR,0
CUST_10966,26.0,Others,38,138.97,$5280.86,0
CUST_11124,79.0,Female,28,116.61,$3265.08,0
CUST_10567,70.0,Male,46,35.96,$1654.16,0
CUST_11215,24.0,Male,11,134.8,$1482.80,0
CUST_11319,68.0,Female,4,87.4,,1
CUST_10404,,Female,70,98.1,$6867.00,0
CUST_11423,25.0,Male,60,123.99,$7439.40,0
CUST_11354,23.0,Male,12,39.11,$469.32,1
CUST_11039,18.0,Female,39,35.25,$1374.75,0
CUST_10664,53.0,Male,19,41.92,$796.48,0
CUST_10756,49.0,Male,51,60.42,$3081.42,0
CUST_11260,25.0,Male,18,102.4,$1843.20,0
CUST_10227,61.0,Female,47,122.69,$5766.43,0
CUST_10866,36.0,Male,71,831.5999999999999,$4920.30,0
CUST_10491,,Others,28,125.84,$3523.52,0
CUST_10233,72.0,Female,20,77.6,$1552.00,0
CUST_11381,22.0,Female,7,86.55,$605.85,1
CUST_10264,49.0,Female,59,61.0,$3599.00,0
CUST_11090,47.0,Female,13,40.24,$523.12,1
CUST_10275,56.0,Male,42,57.79,$2427.18,0
CUST_11092,44.0,Female,34,32.89,$1118.26,1
CUST_11309,45.0,Female,55,99.92,$5495.60,0
CUST_11226,55.0,Female,67,107.92,$7230.64,0
CUST_10445,51.0,Male,56,59.87,$3352.72,0
CUST_10732,70.0,Male,47,119.02,,0
CUST_10976,52.0,Female,6,135.79,$814.74,0
CUST_11294,41.0,Female,10,74.66,$746.60,0
CUST_10042,45.0,Female,39,113.01,$4407.39,0
CUST_11316,47.0,Male,21,97.37,$2044.77,0
CUST_11340,29.0,Female,71,67.4,$4785.40,0
CUST_11000,66.0,Female,61,42.9,$2616.90,0
CUST_11329,61.0,Female,55,139.65,$7680.75,0
CUST_10415,50.0,Female,47,134.39,$6316.33,0
CUST_11475,21.0,Male,71,82.1,$5829.10,0
CUST_10568,77.0,Female,69,33.23,$2292.87,0
CUST_11251,58.0,Others,60,91.39,$5483.40,0
CUST_10961,58.0,Male,58,137.9,$7998.20,0
CUST_10285,19.0,,47,30.38,$1427.86,0
CUST_10539,40.0,Male,25,64.78,$1619.50,1
CUST_10991,,Female,37,74.79,$2767.23,0
CUST_11094,51.0,Others,48,84.25,$4044.00,0
CUST_11468,50.0,Female,9,67.16,$604.44,1
CUST_10722,43.0,Female,69,26.61,$1836.09,0
CUST_10420,65.0,Female,24,30.66,$735.84,0
CUST_10907,49.0,Female,48,114.3,$5486.40,0
CUST_10545,40.0,Female,28,26.7,$747.60,1
CUST_10920,36.0,Female,1,61.97,$61.97,0
CUST_11110,27.0,Female,49,63.95,$3133.55,0
CUST_11043,21.0,Female,35,63.39,$2218.65,0
CUST_11295,72.0,Male,25,55.69,$1392.25,1
CUST_11104,59.0,Male,69,42.17,$2909.73,0
CUST_10599,,Male,29,62.26,$1805.54,1
CUST_11305,48.0,Male,20,35.12,$702.40,0
CUST_10941,49.0,Male,17,132.93,$2259.81,0
CUST_11280,70.0,Female,21,49.92,$1048.32,1
CUST_10876,79.0,Male,55,64.38,$3540.90,0
CUST_11132,40.0,Female,66,118.0,$7788.00,0
CUST_10918,53.0,Male,9,126.05,$1134.45,1
CUST_10482,78.0,Female,17,112.67,$1915.39,1
CUST_10566,25.0,Others,21,75.59,$1587.39,0
CUST_10745,54.0,Female,9,26.82,$241.38,0
CUST_11428,68.0,Male,36,113.43,$4083.48,0
CUST_11216,20.0,Male,2,144.06,,0
CUST_10291,49.0,Male,30,26.01,$780.30,0
CUST_10614,71.0,Female,37,106.62,$3944.94,0
CUST_11030,54.0,Female,25,110.33,$2758.25,0
CUST_11142,21.0,Female,18,35.15,$632.70,0
CUST_10783,29.0,Female,18,127.79,$2300.22,0
CUST_11148,44.0,Male,6,121.65,$729.90,0
CUST_11038,,Female,58,99.73,$5784.34,0
CUST_10828,29.0,Male,69,79.63,$5494.47,0
CUST_10360,43.0,Male,54,55.98,$3022.92,0
CUST_10643,63.0,Male,68,68.2,$4637.60,0
CUST_10473,46.0,Male,13,83.01,,0
CUST_10885,45.0,Male,30,118.09,,0
CUST_10072,19.0,Male,28,49.98,$1399.44,0
CUST_11254,64.0,Male,48,112.07,$5379.36,0
CUST_10681,72.0,Female,68,39.56,$2690.08,0
CUST_10203,40.0,Male,21,28.41,,1
CUST_11150,49.0,Female,36,28.97,$1042.92,1
CUST_10329,77.0,Male,60,139.62,$8377.20,0
CUST_10805,38.0,Female,43,46.23,$1987.89,1
CUST_11029,70.0,Female,52,35.53,$1847.56,0
CUST_10155,24.0,Male,34,85.73,$2914.82,0
CUST_11433,32.0,Female,64,40.18,$2571.52,0
CUST_10699,29.0,Male,53,64.38,$3412.14,0
CUST_10943,25.0,Male,41,61.69,$2529.29,0
CUST_10663,22.0,Male,26,116.31,$3024.06,0
CUST_11178,43.0,Female,8,70.41,$563.28,0
CUST_11420,42.0,Male,64,91.53,$5857.92,0
CUST_11279,50.0,Male,59,76.64,$4521.76,0
CUST_10013,28.0,Female,14,148.57,$2079.98,0
CUST_10485,40.0,Male,24,47.93,$1150.32,1
CUST_11036,31.0,Male,36,125.41,$4514.76,0
CUST_10904,75.0,Female,59,96.73,$5707.07,0
CUST_10638,45.0,Male,35,71.25,$2493.75,0
CUST_11201,39.0,Male,42,84.57,$3551.94,0
CUST_10221,74.0,Female,36,139.11,$5007.96,0
CUST_10857,34.0,Female,58,104.1,$6037.80,0
CUST_10734,62.0,Female,16,129.42,$2070.72,0
CUST_10149,22.0,Female,11,116.21,$1278.31,0
CUST_10122,43.0,Female,41,113.77,$4664.57,0
CUST_10427,50.0,Male,12,80.57,$966.84,0
CUST_10161,65.0,Female,50,104.03,$5201.50,0
CUST_11439,72.0,Female,46,56.1,$2580.60,0
CUST_11291,79.0,Female,58,93.0,$5394.00,0
CUST_11257,39.0,Female,59,95.23,$5618.57,0
CUST_10169,57.0,,27,38.23,$1032.21,0
CUST_10928,,Male,38,99.26,$3771.88,0
CUST_10795,75.0,Male,49,110.07,$5393.43,0
CUST_11318,55.0,Male,50,64.26,$3213.00,0
CUST_10920,36.0,Female,1,61.97,$61.97,0
CUST_10380,65.0,Female,26,49.16,$1278.16,0
CUST_10341,50.0,Male,53,66.95,$3548.35,0
CUST_10078,61.0,Male,63,132.06,$8319.78,0
CUST_11264,36.0,Female,38,55.23,$2098.74,0
CUST_10785,58.0,Male,35,90.61,$3171.35,0
CUST_10111,77.0,Female,18,64.15,$1154.70,0
CUST_10536,31.0,Female,71,140.53,$9977.63,0
CUST_10390,28.0,Female,29,85.55,$2480.95,0
CUST_11169,43.0,Female,2,33.58,$67.16,0
CUST_10512,60.0,Female,43,131.45,$5652.35,0
CUST_10831,75.0,Male,62,130.47,$8089.14,0
CUST_10068,75.0,Female,68,48.64,$3307.52,0
CUST_10249,23.0,Female,27,106.03,$2862.81,0
CUST_10743,53.0,Male,59,83.26,,0
CUST_11383,77.0,Female,59,131.94,$7784.46,0
CUST_10492,71.0,Female,16,130.25,$2084.00,0
CUST_10679,41.0,Female,46,70.46,$3241.16,0
CUST_11497,46.0,Male,67,68.77,$4607.59,0
CUST_10947,45.0,Male,39,113.38,$4421.82,0
CUST_11370,34.0,Male,43,88.87,$3821.41,0
CUST_10197,69.0,Male,51,124.2,$6334.20,0
CUST_10593,36.0,Male,18,124.56,$2242.08,1
CUST_10289,40.0,Female,26,136.7,$3554.20,0
CUST_10719,43.0,Female,38,102.24,$3885.12,0
CUST_10020,20.0,Male,49,102.93,$5043.57,0
CUST_11298,20.0,Male,29,38.94,$1129.26,0
CUST_10144,25.0,Female,29,119.68,$3470.72,0
CUST_10750,52.0,Female,48,26.79,$1285.92,0
CUST_11462,56.0,Female,15,30.12,$451.80,0
CUST_11193,25.0,Female,17,60.45,$1027.65,0
CUST_10576,49.0,Male,6,99.04,,0
CUST_11358,22.0,Female,3,72.56,$217.68,1
CUST_11406,47.0,Female,34,39.89,$1356.26,0
CUST_11348,28.0,Male,50,97.93,$4896.50,0
CUST_10812,62.0,Male,57,27.78,$1583.46,0
CUST_10668,27.0,Others,71,90.66,$6436.86,0
CUST_10826,35.0,Male,57,66.5,$3790.50,0
CUST_11027,40.0,Others,61,25.64,$1564.04,0
CUST_11065,61.0,Female,30,63.03,$1890.90,0
CUST_11113,27.0,Male,62,25.21,$1563.02,0
CUST_10054,74.0,Male,12,121.69,,1
CUST_11401,28.0,Male,19,110.05,$2090.95,0
CUST_11198,32.0,Female,36,133.08,,0
CUST_10707,46.0,Male,54,148.47,$8017.38,0
CUST_10984,19.0,Female,59,104.0,$6136.00,0
CUST_11422,57.0,Male,56,37.67,$2109.52,0
CUST_11127,65.0,Female,41,53.98,$2213.18,0
CUST_11400,25.0,Male,29,69.51,$2015.79,0
CUST_11091,32.0,Male,1,76.98,$76.98,0
CUST_11066,22.0,Male,32,42.41,$1357.12,0
CUST_10669,75.0,Male,26,38.9,$1011.40,0
CUST_10075,64.0,,41,106.44,$4364.04,0
CUST_10508,34.0,Male,7,40.94,$286.58,0
CUST_11105,68.0,Female,26,59.61,$1549.86,0
CUST_10606,18.0,Male,13,33.34,$433.42,1
CUST_11436,34.0,Others,2,66.05,$132.10,0
CUST_11163,38.0,Male,59,132.35,$7808.65,0
CUST_10277,20.0,Male,21,129.56,$2720.76,0
CUST_10856,69.0,Others,6,32.4,$194.40,0
CUST_10520,52.0,Female,67,101.81,$6821.27,0
CUST_10391,66.0,Male,28,111.73,$3128.44,0
CUST_10239,18.0,Others,19,102.4,$1945.60,0
CUST_10246,58.0,Male,62,121.7,$7545.40,0
CUST_11425,57.0,Female,39,85.28,$3325.92,0
CUST_10364,77.0,Female,14,25.78,$360.92,0
CUST_10205,62.0,Female,11,52.28,$575.08,1
CUST_10185,,Female,29,136.96,$3971.84,0
CUST_11179,74.0,Male,58,79.83,$4630.14,0
CUST_10212,24.0,Male,51,34.55,$1762.05,0
CUST_11248,21.0,Female,21,103.57,$2174.97,0
CUST_10401,42.0,Male,51,40.7,$2075.70,0
CUST_10902,70.0,Male,10,38.08,$380.80,0
CUST_11231,72.0,Male,21,48.25,$1013.25,1
CUST_10810,74.0,Female,2,106.62,$213.24,1
CUST_10468,52.0,Male,53,25.68,$1361.04,0
CUST_10418,31.0,Female,13,93.2,$1211.60,0
CUST_11219,63.0,Female,23,99.03,$2277.69,0
CUST_11377,52.0,Male,55,42.3,$2326.50,1
CUST_10837,63.0,Male,39,103.84,$4049.76,0
CUST_10335,36.0,Female,34,115.53,$3928.02,0
CUST_10914,38.0,Male,45,40.21,$1809.45,0
CUST_10366,-15.0,Female,28,91.92,$2573.76,0
CUST_11191,53.0,Others,29,139.48,$4044.92,0
CUST_10757,41.0,Others,36,129.65,$4667.40,0
CUST_11123,30.0,Female,54,119.11,$6431.94,0
CUST_11408,38.0,Female,50,60.81,$3040.50,0
CUST_11087,67.0,Female,65,45.93,$2985.45,0
CUST_11024,55.0,Female,23,63.26,$1454.98,0
CUST_10778,30.0,Female,65,50.23,$3264.95,0
CUST_10034,,Male,41,123.23,$5052.43,0
CUST_10192,30.0,Female,37,123.69,,0
CUST_10168,61.0,Male,26,97.68,$2539.68,0
CUST_10311,41.0,Female,9,132.15,$1189.35,0
CUST_10555,39.0,Female,46,126.53,$5820.38,0
CUST_11266,58.0,Others,27,145.97,$3941.19,0
CUST_10612,49.0,Male,44,74.9,$3295.60,0
CUST_10726,51.0,Female,30,101.3,$3039.00,0
CUST_10477,48.0,Female,14,106.53,$1491.42,0
CUST_11183,64.0,Male,58,92.13,$5343.54,0
CUST_10793,69.0,Male,29,124.56,$3612.24,0
CUST_10358,,Female,62,122.7,$7607.40,0
CUST_11210,43.0,Female,40,26.8,$1072.00,0
CUST_10530,62.0,Female,15,110.58,$1658.70,0
CUST_11076,54.0,Female,15,132.94,$1994.10,0
CUST_10972,65.0,Female,3,125.47,$376.41,0
CUST_10400,79.0,Male,15,75.96,$1139.40,0
CUST_10108,25.0,Female,28,124.31,$3480.68,0
CUST_10352,40.0,Male,57,51.71,$2947.47,0
CUST_10440,68.0,Female,2,108.17,$216.34,0
CUST_10525,77.0,Female,4,140.54,$562.16,0
CUST_11144,42.0,Male,48,117.39,$5634.72,0
CUST_10777,39.0,Female,64,149.32,$9556.48,0
CUST_11072,65.0,Male,11,132.81,$1460.91,0
CUST_10639,22.0,Male,17,93.81,$1594.77,0
CUST_10224,45.0,Male,11,42.45,$466.95,0
CUST_11214,68.0,Male,44,87.96,$3870.24,0
CUST_11180,64.0,Male,45,147.19,$6623.55,0
CUST_10160,50.0,Female,4,116.74,$466.96,0
CUST_10220,79.0,Others,17,69.79,$1186.43,0
CUST_10794,36.0,Male,6,119.59,$717.54,0
CUST_10504,44.0,Male,25,28.09,$702.25,1
CUST_10143,34.0,Male,19,69.6,$1322.40,0
CUST_10393,53.0,Male,65,52.03,$3381.95,0
CUST_10516,46.0,Male,8,149.3,$1194.40,0
CUST_10772,66.0,Female,3,84.3,$252.90,0
CUST_11262,66.0,Male,8,111.1,$888.80,0
CUST_10153,58.0,,69,127.81,,0
CUST_10537,29.0,Female,57,82.58,$4707.06,0
CUST_11427,,Male,49,46.82,$2294.18,0
CUST_11286,65.0,Male,31,70.05,$2171.55,0
CUST_10120,70.0,Male,28,45.61,$1277.08,0
CUST_10396,37.0,Male,27,138.85,$3748.95,0
CUST_10511,26.0,Male,16,43.84,$701.44,0
CUST_10823,46.0,Female,17,50.97,$866.49,0
CUST_10532,18.0,Female,28,129.66,$3630.48,0
CUST_11060,76.0,Male,66,75.28,$4968.48,0
CUST_11412,76.0,Male,15,113.04,$1695.60,0
CUST_11064,71.0,Male,33,42.75,$1410.75,0
CUST_10417,50.0,Male,21,42.64,$895.44,1
CUST_11145,20.0,Male,66,110.81,$7313.46,0
CUST_10761,54.0,Female,70,26.54,$1857.80,1
CUST_10282,34.0,Female,56,60.71,$3399.76,0
CUST_10021,39.0,Female,46,100.04,$4601.84,0
CUST_10721,46.0,Female,41,134.23,$5503.43,0
CUST_10727,68.0,Male,62,28.01,$1736.62,0
CUST_10055,20.0,Female,61,40.43,$2466.23,1
CUST_11336,37.0,Male,54,129.12,$6972.48,0
CUST_10158,29.0,Female,65,143.74,$9343.10,0
CUST_10583,69.0,Male,70,57.09,$3996.30,0
CUST_10817,31.0,Female,51,145.39,$7414.89,0
CUST_11481,27.0,Male,68,147.65,$10040.20,0
CUST_11120,23.0,Female,26,89.12,$2317.12,1
CUST_10748,52.0,Female,17,45.58,$774.86,0
CUST_11137,71.0,Male,11,38.5,$423.50,0
CUST_10658,54.0,Male,69,102.05,$7041.45,0
CUST_10010,75.0,Male,65,116.18,$7551.70,0
CUST_10053,69.0,Female,61,83.54,$5095.94,0
CUST_11413,31.0,Female,3,141.07,$423.21,0
CUST_10749,66.0,Female,68,76.89,$5228.52,0
CUST_11267,54.0,Male,20,107.22,$2144.40,0
CUST_10680,33.0,Female,28,37.32,$1044.96,0
CUST_10675,22.0,Female,15,102.5,$1537.50,1
CUST_10209,53.0,Female,24,111.1,$2666.40,0
CUST_11345,55.0,Male,47,27.5,$1292.50,0
CUST_10922,74.0,Male,36,65.93,$2373.48,0
CUST_10809,33.0,Female,23,76.71,$1764.33,0
CUST_10231,28.0,Others,5,109.9,$549.50,0
CUST_10590,36.0,Male,59,120.94,$7135.46,0
CUST_10657,47.0,Female,68,101.75,,0
CUST_10517,59.0,Female,45,100.69,$4531.05,0
CUST_10182,72.0,Female,6,36.52,$219.12,0
CUST_11068,47.0,Male,10,63.29,$632.90,1
CUST_10534,63.0,Female,17,40.78,$693.26,0
CUST_10456,36.0,Male,44,123.93,$5452.92,0
CUST_10041,59.0,Male,41,89.12,$3653.92,0
CUST_10469,77.0,Female,44,25.17,$1107.48,0
CUST_11477,19.0,Male,18,39.28,$707.04,0
CUST_10832,61.0,Female,50,65.62,$3281.00,0
CUST_10499,49.0,Male,47,125.69,$5907.43,0
CUST_10921,37.0,Male,10,56.97,$569.70,0
CUST_11411,36.0,Female,52,129.57,$6737.64,0
CUST_10048,64.0,Female,46,120.36,$5536.56,0
CUST_10303,,Female,5,135.54,$677.70,0
CUST_11041,62.0,Male,9,103.12,$928.08,0
CUST_10763,66.0,Male,23,117.79,$2709.17,0
CUST_10893,45.0,Female,48,32.62,$1565.76,0
CUST_10741,,Female,42,52.27,$2195.34,0
CUST_10942,33.0,Male,43,63.6,$2734.80,0
CUST_11402,58.0,Female,11,59.27,$651.97,0
CUST_10573,21.0,Female,46,64.79,$2980.34,0
CUST_10310,55.0,Others,23,51.36,$1181.28,1
CUST_11206,31.0,Female,16,51.54,$824.64,1
CUST_11373,32.0,Female,8,27.76,$222.08,0
CUST_11197,69.0,Female,64,30.34,$1941.76,0
CUST_10946,41.0,Male,40,94.68,,0
CUST_11188,78.0,Female,71,64.33,$4567.43,0
CUST_10880,67.0,Female,41,56.82,$2329.62,0
CUST_10273,29.0,Male,54,64.71,$3494.34,0
CUST_10847,46.0,Others,29,33.5,$971.50,0
CUST_11396,57.0,Male,49,97.99,$4801.51,0
CUST_10515,56.0,Others,32,123.1,$3939.20,0
CUST_11106,34.0,Female,49,30.76,$1507.24,0
CUST_10450,64.0,Female,7,56.7,$396.90,1
CUST_10187,32.0,Female,47,112.46,$5285.62,0
CUST_10195,56.0,Male,34,55.78,$1896.52,0
CUST_10506,,,55,93.34,$5133.70,0
CUST_10351,67.0,Male,19,140.86,$2676.34,0
CUST_10587,77.0,Female,48,36.56,$1754.88,0
CUST_10414,,Female,10,106.01,$1060.10,0
CUST_10478,52.0,Male,10,56.39,$563.90,1
CUST_10767,42.0,Female,41,131.85,,0
CUST_10519,43.0,Male,4,129.69,$518.76,0
CUST_10119,,Male,67,49.81,$3337.27,0
CUST_10309,34.0,Female,63,54.24,$3417.12,0
CUST_10988,67.0,Female,60,50.82,$3049.20,0
CUST_10354,47.0,Male,31,26.21,$812.51,0
CUST_11175,62.0,Male,48,78.52,$3768.96,0
CUST_10581,72.0,Female,11,39.95,$439.45,0
CUST_11202,31.0,Male,61,117.24,$7151.64,0
CUST_10888,58.0,Female,22,89.15,$1961.30,0
CUST_11438,64.0,,11,28.1,$309.10,1
CUST_10346,18.0,Male,53,63.08,$3343.24,0
CUST_10376,26.0,Female,31,64.69,$2005.39,1
CUST_10312,22.0,Male,34,127.55,$4336.70,0
CUST_10666,69.0,Male,71,47.56,$3376.76,0
CUST_10340,58.0,Male,27,44.95,,0
CUST_11394,52.0,Male,53,48.97,$2595.41,0
CUST_10857,34.0,Female,58,104.1,$6037.80,0
CUST_10561,71.0,Male,50,85.01,$4250.50,0
CUST_10821,52.0,Male,27,31.37,$846.99,0
CUST_10528,74.0,Female,56,80.3,$4496.80,0
CUST_10652,38.0,Others,5,142.63,$713.15,0
CUST_11296,26.0,Male,68,126.54,$8604.72,0
CUST_11165,18.0,Female,62,144.26,$8944.12,0
CUST_10324,23.0,Female,66,597.12,$3284.16,0
CUST_10156,26.0,Male,48,39.62,$1901.76,0
CUST_10954,25.0,Male,48,51.05,$2450.40,0
CUST_10562,60.0,Male,38,42.25,$1605.50,0
CUST_11050,45.0,Female,30,109.58,$3287.40,0
CUST_10424,,Male,47,29.37,$1380.39,0
CUST_11450,20.0,Female,65,118.74,$7718.10,0
CUST_11192,18.0,Male,58,114.74,$6654.92,0
CUST_10167,52.0,Female,4,26.9,$107.60,0
CUST_11170,63.0,Male,62,148.99,$9237.38,0
CUST_10104,31.0,Male,25,109.76,$2744.00,0
CUST_11240,43.0,Male,33,113.24,$3736.92,0
CUST_10162,,Female,69,97.95,$6758.55,0
CUST_10855,39.0,Male,66,96.07,$6340.62,0
CUST_10395,57.0,Female,9,62.05,$558.45,0
CUST_10270,66.0,Male,22,89.78,$1975.16,1
CUST_10118,35.0,,67,81.6,$5467.20,0
CUST_11297,72.0,Female,61,67.85,$4138.85,0
CUST_11397,39.0,Female,17,50.87,$864.79,0
CUST_10016,70.0,Male,56,90.01,$5040.56,0
CUST_10086,67.0,Female,28,60.35,$1689.80,1
CUST_10429,29.0,Male,42,39.66,$1665.72,0
CUST_10293,18.0,Female,67,54.64,$3660.88,0
CUST_11097,55.0,Male,61,1095.1200000000001,$5566.86,0
CUST_10906,62.0,Female,51,28.87,$1472.37,1
CUST_10481,69.0,Male,3,40.25,$120.75,0
CUST_10975,63.0,Male,51,71.74,$3658.74,0
CUST_10146,52.0,Female,18,62.36,$1122.48,1
CUST_10924,64.0,Male,32,47.65,$1524.80,1
CUST_10496,63.0,Female,53,115.53,$6123.09,0
CUST_10827,64.0,Female,28,122.7,$3435.60,0
CUST_10883,75.0,Female,19,112.42,$2135.98,0
CUST_11275,62.0,Male,15,83.91,$1258.65,0
CUST_10069,26.0,Female,33,140.3,$4629.90,0
CUST_10121,41.0,Male,44,55.0,$2420.00,0
CUST_10031,50.0,Female,9,143.08,$1287.72,0
CUST_10087,57.0,Female,3,77.32,$231.96,1
CUST_10442,25.0,Male,9,105.61,$950.49,0
CUST_10535,33.0,Female,59,126.68,NULL_SYSTEM_ERROR,1
CUST_11143,73.0,Male,51,81.53,$4158.03,0
CUST_11277,54.0,Female,13,72.28,$939.64,1
CUST_11479,22.0,Male,55,128.5,$7067.50,0
CUST_10299,43.0,Male,15,93.43,$1401.45,1
CUST_10533,25.0,Female,22,40.92,$900.24,0
CUST_10964,71.0,Male,48,77.03,$3697.44,0
CUST_10503,19.0,Female,7,45.74,$320.18,0
CUST_10171,44.0,Male,64,90.39,$5784.96,0
CUST_11376,72.0,Male,30,73.46,,0
CUST_10279,54.0,Male,41,83.08,NULL_SYSTEM_ERROR,0
CUST_10820,22.0,Female,5,46.19,$230.95,1
CUST_11447,68.0,Male,60,73.19,$4391.40,0
CUST_11339,66.0,Male,64,100.17,$6410.88,1
CUST_11033,36.0,Female,32,133.91,,0
CUST_10265,41.0,Female,69,94.54,$6523.26,0
CUST_10571,22.0,Female,62,65.0,$4030.00,0
CUST_10889,56.0,Male,67,41.31,$2767.77,0
CUST_10709,29.0,Female,57,74.27,,0
CUST_11307,,Male,24,116.11,$2786.64,0
CUST_11082,56.0,Female,62,52.69,$3266.78,0
CUST_10849,55.0,Female,63,144.65,$9112.95,0
CUST_10138,61.0,Male,56,82.8,$4636.80,0
CUST_10461,61.0,Female,65,36.66,$2382.90,0
CUST_10854,18.0,Male,17,102.33,$1739.61,1
CUST_10844,75.0,Male,19,116.45,$2212.55,1
CUST_10801,29.0,Male,13,141.01,$1833.13,0
CUST_11455,69.0,Male,9,73.48,$661.32,0
CUST_10035,,Male,17,98.74,$1678.58,0
CUST_10712,19.0,Female,7,83.69,$585.83,0
CUST_10024,41.0,Female,43,54.01,,0
CUST_10617,57.0,Male,42,93.1,$3910.20,0
CUST_10609,18.0,Female,43,141.57,$6087.51,0
CUST_10165,41.0,Male,67,30.66,$2054.22,0
CUST_10371,22.0,Male,63,591.72,$3106.53,0
CUST_10899,73.0,Female,68,55.32,$3761.76,0
CUST_10978,23.0,Male,60,43.99,$2639.40,0
CUST_11283,23.0,Male,48,96.97,$4654.56,0
CUST_10388,41.0,Male,44,119.89,$5275.16,0
CUST_10436,47.0,Female,71,121.0,$8591.00,0
CUST_10315,23.0,Male,30,72.78,$2183.40,0
CUST_10017,53.0,Male,49,90.24,$4421.76,0
CUST_10895,74.0,Female,59,47.84,$2822.56,0
CUST_10514,65.0,Male,51,115.85,$5908.35,0
CUST_11125,60.0,Female,56,134.52,$7533.12,0
CUST_10804,76.0,Male,19,109.05,$2071.95,1
CUST_10046,79.0,Male,19,84.46,$1604.74,0
CUST_10729,24.0,Female,27,40.89,$1104.03,1
CUST_11194,66.0,Female,16,65.79,$1052.64,1
CUST_10796,64.0,Female,40,45.76,$1830.40,0
CUST_11470,54.0,Male,20,60.17,$1203.40,0
CUST_11224,35.0,Male,67,106.84,$7158.28,1
