customer_id,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,tenure_group,customer_risk_profile
0148-DCDOS,1,United States,California,Planada,95365,"37.329725, -120.306399",37.329725,-120.306399,Male,No,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),," $2,362.10 ",Yes,1,82,5641,Price too high,1-2 Years,Churned
9992-RRAMN,1,United States,California,Riverbank,95367,"37.734971, -120.954271",37.734971,-120.954271,Male,No,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,," $1,873.70 ",Yes,1,68,5248,Product dissatisfaction,2+ Years,Churned
0310-MVLET,1,United States,California,Snelling,95369,"37.521708, -120.426843",37.521708,-120.426843,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,," $6,010.05 ",Yes,1,77,5612,Service dissatisfaction,1-2 Years,Churned
4550-VBOFE,1,United States,California,Soulsbyville,95372,"37.990574, -120.261821",37.990574,-120.261821,Male,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,," $7,101.50 ",Yes,1,99,5005,Lack of self-service on Website,2+ Years,Churned
5696-QURRL,1,United States,California,Waterford,95386,"37.669516, -120.626964",37.669516,-120.626964,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,, $45.05 ,Yes,1,73,2644,Network reliability,,Churned
7409-KIUTL,1,United States,California,Westley,95387,"37.546007, -121.28257",37.546007,-121.28257,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,, $71.00 ,Yes,1,72,5345,Don't know,0-1 Year,Churned
1732-VHUBQ,1,United States,California,Yosemite National Park,95389,"37.704267, -119.607001",37.704267,-119.607001,Female,Yes,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),," $3,309.25 ",Yes,1,82,4457,Don't know,0-1 Year,Churned
0495-RVCBF,1,United States,California,Santa Rosa,95401,"38.460517, -122.790335",38.460517,-122.790335,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,, $79.70 ,Yes,1,75,2066,Don't know,2+ Years,Churned
7854-EDSSA,1,United States,California,Santa Rosa,95404,"38.526941, -122.709096",38.526941,-122.709096,Male,No,No,No,22,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,," $1,254.70 ",Yes,1,77,2195,Poor expertise of online support,,Churned
8869-TORSS,1,United States,California,Santa Rosa,95405,"38.439696, -122.668817",38.439696,-122.668817,Female,No,No,No,48,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),," $2,896.40 ",Yes,1,69,2681,Poor expertise of phone support,,Churned
0679-IDSTG,1,United States,California,Branscomb,95417,"39.710591, -123.682799",39.710591,-123.682799,Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,, $69.25 ,Yes,1,87,4568,Price too high,2+ Years,Churned
2115-BFTIW,1,United States,California,Clearlake Oaks,95423,"39.07116, -122.598542",39.07116,-122.598542,Male,No,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,," $1,767.35 ",Yes,1,75,4881,Product dissatisfaction,0-1 Year,Churned
0611-DFXKO,1,United States,California,Comptche,95427,"39.239818, -123.565432",39.239818,-123.565432,Male,No,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,," $1,820.45 ",Yes,1,78,4594,Service dissatisfaction,2+ Years,Churned
7780-OTDSO,1,United States,California,Covelo,95428,"39.83307, -123.178765",39.83307,-123.178765,Male,No,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,," $1,742.95 ",Yes,1,86,2421,Lack of self-service on Website,1-2 Years,Churned
9747-DDZOS,1,United States,California,Eldridge,95431,"38.348884, -122.51699",38.348884,-122.51699,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),, $73.50 ,Yes,1,74,4378,Network reliability,1-2 Years,Churned
0564-JJHGS,1,United States,California,Guerneville,95446,"38.52576, -123.013347",38.52576,-123.013347,Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,, $829.10 ,Yes,1,90,5007,Limited range of services,0-1 Year,Churned
3348-CFRNX,1,United States,California,Healdsburg,95448,"38.618347, -122.908422",38.618347,-122.908422,Female,No,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,," $2,602.90 ",Yes,1,71,2990,Lack of affordable download/upload speed,0-1 Year,Churned
1428-GTBJJ,1,United States,California,Jenner,95450,"38.505995, -123.187019",38.505995,-123.187019,Male,No,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,, $824.75 ,Yes,1,81,4601,Long distance charges,2+ Years,Churned
8802-UNOJF,1,United States,California,Philo,95466,"39.094102, -123.500853",39.094102,-123.500853,Male,Yes,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,," $1,029.75 ",Yes,1,78,5565,Extra data charges,0-1 Year,Churned
6313-GIDIT,1,United States,California,Point Arena,95468,"38.911299, -123.609588",38.911299,-123.609588,Male,Yes,No,No,53,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,," $2,854.55 ",Yes,1,65,6280,Price too high,,Churned
2845-AFFTX,1,United States,California,Westport,95488,"39.724433, -123.767578",39.724433,-123.767578,Male,Yes,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,," $4,259.30 ",Yes,1,76,4726,Product dissatisfaction,2+ Years,Churned
2249-YPRNG,1,United States,California,The Sea Ranch,95497,"38.696659, -123.436861",38.696659,-123.436861,Female,No,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),," $2,239.65 ",Yes,1,84,4223,Service dissatisfaction,2+ Years,Churned
7410-YTJIK,1,United States,California,Eureka,95501,"40.796621, -124.15428",40.796621,-124.15428,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,, $480.75 ,Yes,1,75,2872,Lack of self-service on Website,1-2 Years,Churned
4626-GYCZP,1,United States,California,Eureka,95503,"40.737431, -124.108897",40.737431,-124.108897,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,, $635.60 ,Yes,1,79,3506,Network reliability,0-1 Year,Churned
5590-BYNII,1,United States,California,Bayside,95524,"40.825486, -124.049485",40.825486,-124.049485,Male,No,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,," $2,095.00 ",Yes,1,98,4152,Don't know,0-1 Year,Churned
3237-AJGEH,1,United States,California,Bridgeville,95526,"40.372532, -123.525626",40.372532,-123.525626,Female,No,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,, $95.05 ,Yes,1,67,5122,Don't know,,Churned
1591-NFNLQ,1,United States,California,Crescent City,95531,"41.701223, -124.003393",41.701223,-124.003393,Male,No,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),," $4,242.35 ",Yes,1,91,4769,Don't know,0-1 Year,Churned
2815-CPTUL,1,United States,California,Gasquet,95543,"41.867908, -123.794144",41.867908,-123.794144,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,, $331.90 ,Yes,1,89,3684,Price too high,2+ Years,Churned
0596-BQCEQ,1,United States,California,Hydesville,95547,"40.557314, -124.081662",40.557314,-124.081662,Female,No,Yes,No,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,," $6,283.30 ",Yes,1,93,4120,Product dissatisfaction,0-1 Year,Churned
1481-ZUWZA,1,United States,California,Klamath,95548,"41.572813, -124.035011",41.572813,-124.035011,Male,No,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),," $2,659.40 ",Yes,1,80,5433,Service dissatisfaction,2+ Years,Churned
2309-OSFEU,1,United States,California,Smith River,95567,"41.950683, -124.097094",41.950683,-124.097094,Male,No,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,, $298.45 ,Yes,1,84,2529,Lack of self-service on Website,,Churned
1891-FZYSA,1,United States,California,Piercy,95587,"39.955587, -123.681175",39.955587,-123.681175,Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,," $6,143.15 ",Yes,1,82,6363,Network reliability,0-1 Year,Churned
7613-LLQFO,1,United States,California,Amador City,95601,"38.431407, -120.8421",38.431407,-120.8421,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,," $1,059.55 ",Yes,1,100,3330,Limited range of services,2+ Years,Churned
2640-PMGFL,1,United States,California,West Sacramento,95605,"38.592745, -121.540036",38.592745,-121.540036,Male,No,No,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,," $2,180.55 ",Yes,1,100,2518,Lack of affordable download/upload speed,0-1 Year,Churned
3801-HMYNL,1,United States,California,Brooks,95606,"38.809804, -122.241383",38.809804,-122.241383,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,, $89.15 ,Yes,1,68,3123,Long distance charges,2+ Years,Churned
9685-WKZGT,1,United States,California,Carmichael,95608,"38.626128, -121.328011",38.626128,-121.328011,Male,Yes,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,," $1,036.75 ",Yes,1,70,2075,Extra data charges,0-1 Year,Churned
6022-UGGSO,1,United States,California,Citrus Heights,95610,"38.69508, -121.271616",38.69508,-121.271616,Female,Yes,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,," $2,276.95 ",Yes,1,90,2091,Price too high,1-2 Years,Churned
4484-CGXFK,1,United States,California,El Dorado,95623,"38.63153, -120.842609",38.63153,-120.842609,Female,No,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,, $196.15 ,Yes,1,96,3190,Product dissatisfaction,,Churned
6214-EDAKZ,1,United States,California,Elverta,95626,"38.734997, -121.463719",38.734997,-121.463719,Female,No,Yes,Yes,22,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,," $1,206.05 ",Yes,1,79,5115,Service dissatisfaction,,Churned
6127-ISGTU,1,United States,California,Garden Valley,95633,"38.852544, -120.837669",38.852544,-120.837669,Female,No,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,," $1,378.25 ",Yes,1,67,3075,Lack of self-service on Website,1-2 Years,Churned
8740-XLHDR,1,United States,California,Greenwood,95635,"38.921333, -120.897718",38.921333,-120.897718,Male,No,No,No,5,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,, $219.00 ,Yes,1,67,5824,Network reliability,,Churned
1208-DNHLN,1,United States,California,Grizzly Flats,95636,"38.636102, -120.522149",38.636102,-120.522149,Male,No,Yes,No,23,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),," $1,067.15 ",Yes,1,83,4580,Don't know,,Churned
1761-AEZZR,1,United States,California,Guinda,95637,"38.830739, -122.196202",38.830739,-122.196202,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,, $79.55 ,Yes,1,72,5593,Don't know,1-2 Years,Churned
3923-CSIHK,1,United States,California,Herald,95638,"38.313447, -121.123886",38.313447,-121.123886,Female,Yes,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,," $3,444.85 ",Yes,1,94,5746,Don't know,0-1 Year,Churned
7120-RFMVS,1,United States,California,Isleton,95641,"38.154823, -121.601358",38.154823,-121.601358,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,, $84.50 ,Yes,1,73,4340,Price too high,2+ Years,Churned
7317-GGVPB,1,United States,California,Lotus,95651,"38.815515, -120.916997",38.815515,-120.916997,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),," $7,690.90 ",Yes,1,97,4982,Product dissatisfaction,,Churned
1322-AGOQM,1,United States,California,Mather,95655,"38.549822, -121.266725",38.549822,-121.266725,Male,No,No,No,46,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),," $1,380.10 ",Yes,1,95,2243,Service dissatisfaction,,Churned
3677-IYRBF,1,United States,California,Newcastle,95658,"38.883224, -121.15918",38.883224,-121.15918,Female,Yes,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,, $78.65 ,Yes,1,90,4002,Lack of self-service on Website,,Churned
5692-FPTAH,1,United States,California,Nicolaus,95659,"38.788898, -121.608624",38.788898,-121.608624,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,, $45.40 ,Yes,1,67,2168,Network reliability,,Churned
1550-LOAHA,1,United States,California,Orangevale,95662,"38.689174, -121.218435",38.689174,-121.218435,Female,No,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),," $2,585.95 ",Yes,1,74,4017,Limited range of services,0-1 Year,Churned
0268-QKIWO,1,United States,California,Pilot Hill,95664,"38.803731, -121.043799",38.803731,-121.043799,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,, $58.85 ,Yes,1,83,2647,Lack of affordable download/upload speed,,Churned
0876-WDUUZ,1,United States,California,Pine Grove,95665,"38.400264, -120.641274",38.400264,-120.641274,Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),, $425.90 ,Yes,1,90,3716,Long distance charges,0-1 Year,Churned
0617-FHSGK,1,United States,California,Rancho Cordova,95670,"38.602723, -121.279913",38.602723,-121.279913,Male,No,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),," $3,678.30 ",Yes,1,90,5283,Extra data charges,0-1 Year,Churned
2858-MOFSQ,1,United States,California,Rio Oso,95674,"38.954144, -121.482536",38.954144,-121.482536,Female,No,No,No,17,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,, $937.50 ,Yes,1,76,5472,Price too high,,Churned
8118-LSUEL,1,United States,California,Roseville,95678,"38.759751, -121.288545",38.759751,-121.288545,Male,Yes,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,," $2,483.50 ",Yes,1,79,5507,Product dissatisfaction,1-2 Years,Churned
7005-CCBKV,1,United States,California,Thornton,95686,"38.157794, -121.520223",38.157794,-121.520223,Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,, $556.35 ,Yes,1,77,4539,Service dissatisfaction,1-2 Years,Churned
4250-FDVOU,1,United States,California,Woodland,95695,"38.71967, -121.862416",38.71967,-121.862416,Female,No,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,, $389.10 ,Yes,1,95,4110,Lack of self-service on Website,,Churned
5277-ZLOOR,1,United States,California,Applegate,95703,"38.983388, -120.988814",38.983388,-120.988814,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,, $187.45 ,Yes,1,86,5512,Network reliability,0-1 Year,Churned
2141-RRYGO,1,United States,California,Camino,95709,"38.748316, -120.675512",38.748316,-120.675512,Female,No,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),, $261.25 ,Yes,1,76,5274,Don't know,,Churned
6376-GAHQE,1,United States,California,Dutch Flat,95714,"39.197215, -120.83679",39.197215,-120.83679,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,, $299.20 ,Yes,1,65,2140,Don't know,0-1 Year,Churned
5052-PNLOS,1,United States,California,Echo Lake,95721,"38.851842, -120.076204",38.851842,-120.076204,Male,No,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),, $323.25 ,Yes,1,65,3662,Don't know,0-1 Year,Churned
6979-ZNSFF,1,United States,California,Pollock Pines,95726,"38.733908, -120.453416",38.733908,-120.453416,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,, $762.10 ,Yes,1,69,2545,Price too high,0-1 Year,Churned
2386-LAHRK,1,United States,California,Weimar,95736,"39.00978, -120.978273",39.00978,-120.978273,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,, $53.50 ,Yes,1,80,5094,Product dissatisfaction,,Churned
6032-IGALN,1,United States,California,Granite Bay,95746,"38.749466, -121.184196",38.749466,-121.184196,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,, $25.10 ,Yes,1,79,4769,Service dissatisfaction,,Churned
4248-HCETZ,1,United States,California,Sacramento,95814,"38.584505, -121.491956",38.584505,-121.491956,Male,Yes,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,," $2,365.15 ",Yes,1,73,2174,Lack of self-service on Website,0-1 Year,Churned
0516-WJVXC,1,United States,California,Sacramento,95818,"38.556306, -121.495817",38.556306,-121.495817,Female,No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,, $308.25 ,Yes,1,78,5476,Network reliability,,Churned
9174-FKWZE,1,United States,California,Sacramento,95819,"38.567594, -121.437507",38.567594,-121.437507,Female,Yes,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,, $19.45 ,Yes,1,78,3848,Limited range of services,,Churned
8809-RIHDD,1,United States,California,Sacramento,95827,"38.549185, -121.328386",38.549185,-121.328386,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,," $7,372.65 ",Yes,1,83,5055,Lack of affordable download/upload speed,,Churned
4822-NGOCH,1,United States,California,Sacramento,95831,"38.494832, -121.529447",38.494832,-121.529447,Female,No,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,," $1,058.60 ",Yes,1,74,5801,Long distance charges,2+ Years,Churned
5307-DZCVC,1,United States,California,Sacramento,95835,"38.685069, -121.543709",38.685069,-121.543709,Female,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),," $2,628.60 ",Yes,1,74,2431,Extra data charges,1-2 Years,Churned
8679-JOEVF,1,United States,California,Sacramento,95838,"38.646096, -121.442433",38.646096,-121.442433,Female,Yes,No,No,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,," $1,023.90 ",Yes,1,87,5556,Price too high,,Churned
1432-FPAXX,1,United States,California,Beale Afb,95903,"39.125311, -121.392283",39.125311,-121.392283,Female,No,No,No,29,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,, $856.35 ,Yes,1,77,3615,Product dissatisfaction,,Churned
4803-AXVYP,1,United States,California,Butte City,95920,"39.449794, -121.936372",39.449794,-121.936372,Female,Yes,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,," $3,734.25 ",Yes,1,100,3474,Service dissatisfaction,2+ Years,Churned
3884-HCSWG,1,United States,California,Camptonville,95922,"39.432127, -121.099287",39.432127,-121.099287,Female,No,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,," $1,144.50 ",Yes,1,70,4390,Lack of self-service on Website,2+ Years,Churned
5077-DXTCG,1,United States,California,Challenge,95925,"39.461768, -121.195825",39.461768,-121.195825,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,, $45.30 ,Yes,1,86,2293,Network reliability,,Churned
1142-WACZW,1,United States,California,Chico,95926,"39.745712, -121.84333",39.745712,-121.84333,Male,No,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),, $75.60 ,Yes,1,95,4268,Don't know,,Churned
5649-ANRML,1,United States,California,Clipper Mills,95930,"39.562239, -121.14836",39.562239,-121.14836,Male,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),, $180.25 ,Yes,1,90,4486,Don't know,0-1 Year,Churned
4892-VLANZ,1,United States,California,Colusa,95932,"39.273096, -122.050763",39.273096,-122.050763,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,, $19.80 ,Yes,1,96,5600,Don't know,,Churned
2919-HBCJO,1,United States,California,Downieville,95936,"39.578792, -120.780786",39.578792,-120.780786,Female,No,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),, $333.60 ,Yes,1,97,4580,Moved,0-1 Year,Churned
4236-XPXAV,1,United States,California,Dunnigan,95937,"38.931425, -121.946081",38.931425,-121.946081,Female,No,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,, $465.05 ,Yes,1,74,2283,Moved,0-1 Year,Churned
3030-YZADT,1,United States,California,Grass Valley,95949,"39.099204, -121.137962",39.099204,-121.137962,Male,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,, $431.00 ,Yes,1,66,5023,Competitor had better devices,,Churned
7410-KTVFV,1,United States,California,Grimes,95950,"39.033058, -121.895718",39.033058,-121.895718,Male,No,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,, $878.35 ,Yes,1,97,2815,Competitor offered higher download speeds,,Churned
8393-DLHGA,1,United States,California,Palermo,95968,"39.435756, -121.552071",39.435756,-121.552071,Male,No,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,," $2,448.75 ",Yes,1,68,2241,Competitor offered more data,1-2 Years,Churned
7395-IGJOS,1,United States,California,Quincy,95971,"39.971228, -121.041166",39.971228,-121.041166,Male,Yes,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),," $1,329.20 ",Yes,1,79,3443,Competitor made better offer,2+ Years,Churned
2834-SPCJV,1,United States,California,Rough And Ready,95975,"39.225634, -121.156163",39.225634,-121.156163,Male,No,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,," $4,348.65 ",Yes,1,75,6216,Competitor had better devices,1-2 Years,Churned
7890-VYYWG,1,United States,California,Sutter,95982,"39.172777, -121.805845",39.172777,-121.805845,Male,Yes,Yes,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,, $93.70 ,Yes,1,89,3766,Competitor had better devices,,Churned
9907-SWKKF,1,United States,California,Twain,95984,"40.022184, -121.062384",40.022184,-121.062384,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,, $25.05 ,Yes,1,65,4842,Competitor offered higher download speeds,,Churned
0587-DMGBH,1,United States,California,Willows,95988,"39.493991, -122.286363",39.493991,-122.286363,Female,No,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,, $365.55 ,Yes,1,75,2269,Competitor offered higher download speeds,,Churned
6397-JNZZG,1,United States,California,Adin,96006,"41.171578, -120.913161",41.171578,-120.913161,Female,Yes,Yes,No,43,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),," $2,342.20 ",Yes,1,85,2573,Competitor offered higher download speeds,,Churned
3523-QRQLL,1,United States,California,Bieber,96009,"41.083464, -121.107929",41.083464,-121.107929,Female,No,Yes,No,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),," $1,498.20 ",Yes,1,94,5922,Competitor offered more data,,Churned
0895-DQHEW,1,United States,California,Burney,96013,"40.946785, -121.719489",40.946785,-121.719489,Male,No,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,," $5,278.15 ",Yes,1,77,4019,Competitor offered more data,1-2 Years,Churned
8149-RSOUN,1,United States,California,Dorris,96023,"41.949216, -122.050062",41.949216,-122.050062,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,, $93.85 ,Yes,1,78,3014,Competitor offered more data,2+ Years,Churned
7250-EQKIY,1,United States,California,Fort Jones,96032,"41.5837, -122.935922",41.5837,-122.935922,Female,No,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,, $50.45 ,Yes,1,75,2426,Competitor made better offer,,Churned
4013-UBXWQ,1,United States,California,Hayfork,96041,"40.547857, -123.187265",40.547857,-123.187265,Female,No,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,, $521.10 ,Yes,1,67,4612,Competitor made better offer,,Churned
5519-NPHVG,1,United States,California,Klamath River,96050,"41.816595, -122.948287",41.816595,-122.948287,Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,," $1,046.10 ",Yes,1,73,3975,Price too high,0-1 Year,Churned
8849-GYOKR,1,United States,California,Mineral,96063,"40.408796, -121.579609",40.408796,-121.579609,Female,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),," $5,763.30 ",Yes,1,90,4893,Product dissatisfaction,,Churned
